titulo,catalogo,sjr,q,h_index,total_citas,url_revista,pais,area,publisher,issn,widget
Atmospheric Pollution Research,journal,0.950,Q2,71,3859,https://www.scimagojr.com/journalsearch.php?q=21100254615&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Pollution', 'Waste Management and Disposal']}",Elsevier B.V.,13091042,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100254615&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100254615"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Aerosol Science,journal,0.870,Q2,124,1489,https://www.scimagojr.com/journalsearch.php?q=15759&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Chemical Engineering': ['Fluid Flow and Transfer Processes'], 'Earth and Planetary Sciences': ['Atmospheric Science'], 'Engineering': ['Mechanical Engineering'], 'Environmental Science': ['Environmental Chemistry', 'Environmental Engineering', 'Pollution'], 'Materials Science': ['Materials Science (miscellaneous)']}",Elsevier Ltd,"00218502, 18791964","<a href=""https://www.scimagojr.com/journalsearch.php?q=15759&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15759"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Atmospheric and Oceanic Technology,journal,0.849,Q2,144,881,https://www.scimagojr.com/journalsearch.php?q=13549&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Engineering': ['Ocean Engineering']}",American Meteorological Society,"07390572, 15200426","<a href=""https://www.scimagojr.com/journalsearch.php?q=13549&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=13549"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
European Journal of Remote Sensing,journal,0.833,Q2,48,774,https://www.scimagojr.com/journalsearch.php?q=21100205502&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Computers in Earth Sciences'], 'Environmental Science': ['Environmental Science (miscellaneous)'], 'Mathematics': ['Applied Mathematics']}",Taylor and Francis Ltd.,22797254,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100205502&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100205502"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Tropical Cyclone Research and Review,journal,0.805,Q2,9,156,https://www.scimagojr.com/journalsearch.php?q=21101141512&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Computers in Earth Sciences'], 'Environmental Science': ['Global and Planetary Change'], 'Mathematics': ['Modeling and Simulation'], 'Social Sciences': ['Safety Research']}",KeAi Communications Co.,"22256032, 25893025","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101141512&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101141512"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Theoretical and Applied Climatology,journal,0.803,Q2,118,4394,https://www.scimagojr.com/journalsearch.php?q=14171&tip=sid&clean=0,"Austria,banderas/at.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Springer-Verlag Wien,"0177798X, 14344483","<a href=""https://www.scimagojr.com/journalsearch.php?q=14171&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14171"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Natural Hazards,journal,0.797,Q2,139,6873,https://www.scimagojr.com/journalsearch.php?q=23282&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth and Planetary Sciences (miscellaneous)'], 'Environmental Science': ['Water Science and Technology']}",Springer Netherlands,"0921030X, 15730840","<a href=""https://www.scimagojr.com/journalsearch.php?q=23282&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=23282"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Meteorological Applications,journal,0.790,Q2,72,782,https://www.scimagojr.com/journalsearch.php?q=13445&tip=sid&clean=0,"United States,banderas/us.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Wiley-Blackwell,"13504827, 14698080","<a href=""https://www.scimagojr.com/journalsearch.php?q=13445&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=13445"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Environmental Research Communications,journal,0.780,Q2,24,1072,https://www.scimagojr.com/journalsearch.php?q=21101046767&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Agricultural and Biological Sciences': ['Agricultural and Biological Sciences (miscellaneous)', 'Food Science'], 'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth-Surface Processes', 'Geology'], 'Environmental Science': ['Environmental Science (miscellaneous)']}",IOP Publishing Ltd.,25157620,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101046767&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101046767"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ACS Earth and Space Chemistry,journal,0.773,Q2,41,2347,https://www.scimagojr.com/journalsearch.php?q=21100854624&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Geochemistry and Petrology', 'Space and Planetary Science']}",American Chemical Society,24723452,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100854624&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100854624"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Atmospheric and Oceanic Science Letters,journal,0.763,Q2,31,511,https://www.scimagojr.com/journalsearch.php?q=21100913138&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Oceanography']}",KeAi Communications Co.,"16742834, 23766123","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100913138&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100913138"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Climate,journal,0.763,Q2,47,1852,https://www.scimagojr.com/journalsearch.php?q=21100826864&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Multidisciplinary Digital Publishing Institute (MDPI),22251154,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100826864&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100826864"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Air Quality, Atmosphere and Health",journal,0.710,Q2,67,2032,https://www.scimagojr.com/journalsearch.php?q=14500154732&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Health, Toxicology and Mutagenesis', 'Management, Monitoring, Policy and Law', 'Pollution']}",Springer Netherlands,"18739318, 18739326","<a href=""https://www.scimagojr.com/journalsearch.php?q=14500154732&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14500154732"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Biometeorology,journal,0.710,Q2,111,1994,https://www.scimagojr.com/journalsearch.php?q=13506&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Ecology', 'Health, Toxicology and Mutagenesis']}",Springer New York,"00207128, 14321254","<a href=""https://www.scimagojr.com/journalsearch.php?q=13506&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=13506"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Asia-Pacific Journal of Atmospheric Sciences,journal,0.684,Q2,37,394,https://www.scimagojr.com/journalsearch.php?q=11200153502&tip=sid&clean=0,"South Korea,banderas/kr.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Korean Meteorological Society,"19767633, 19767951","<a href=""https://www.scimagojr.com/journalsearch.php?q=11200153502&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11200153502"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Tellus, Series A: Dynamic Meteorology and Oceanography",journal,0.682,Q2,87,194,https://www.scimagojr.com/journalsearch.php?q=70792&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Oceanography']}",Stockholm University Press,"02806495, 16000870","<a href=""https://www.scimagojr.com/journalsearch.php?q=70792&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=70792"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Bulletin of Atmospheric Science and Technology,journal,0.676,Q2,8,97,https://www.scimagojr.com/journalsearch.php?q=21101153206&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth and Planetary Sciences (miscellaneous)'], 'Engineering': ['Engineering (miscellaneous)']}",Springer Nature,"26621495, 26621509","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101153206&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101153206"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Earth and Planetary Physics,journal,0.674,Q2,22,374,https://www.scimagojr.com/journalsearch.php?q=21101047722&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Space and Planetary Science'], 'Physics and Astronomy': ['Astronomy and Astrophysics']}",Science China Press,20963955,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101047722&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101047722"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Oceanologia,journal,0.674,Q2,51,434,https://www.scimagojr.com/journalsearch.php?q=28374&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Agricultural and Biological Sciences': ['Aquatic Science'], 'Earth and Planetary Sciences': ['Atmospheric Science', 'Oceanography'], 'Engineering': ['Ocean Engineering']}",Elsevier B.V.,"00783234, 23007370","<a href=""https://www.scimagojr.com/journalsearch.php?q=28374&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=28374"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Advances in Space Research,journal,0.663,Q2,114,5234,https://www.scimagojr.com/journalsearch.php?q=12375&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth and Planetary Sciences (miscellaneous)', 'Geophysics', 'Space and Planetary Science'], 'Engineering': ['Aerospace Engineering'], 'Physics and Astronomy': ['Astronomy and Astrophysics']}",Elsevier Ltd,"02731177, 18791948","<a href=""https://www.scimagojr.com/journalsearch.php?q=12375&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12375"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Weather,trade journal,0.651,Q2,46,314,https://www.scimagojr.com/journalsearch.php?q=14762&tip=sid&clean=0,"United States,banderas/us.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Wiley-Blackwell,"00431656, 14778696","<a href=""https://www.scimagojr.com/journalsearch.php?q=14762&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=14762"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Annales Geophysicae,journal,0.649,Q2,105,384,https://www.scimagojr.com/journalsearch.php?q=27424&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth and Planetary Sciences (miscellaneous)', 'Geology', 'Space and Planetary Science'], 'Physics and Astronomy': ['Astronomy and Astrophysics']}",Copernicus Publications,"09927689, 14320576","<a href=""https://www.scimagojr.com/journalsearch.php?q=27424&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=27424"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Water and Climate Change,journal,0.646,Q2,36,1985,https://www.scimagojr.com/journalsearch.php?q=21100205753&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Global and Planetary Change', 'Management, Monitoring, Policy and Law', 'Water Science and Technology']}",IWA Publishing,20402244,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100205753&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100205753"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Atmospheric Chemistry,journal,0.631,Q3,75,119,https://www.scimagojr.com/journalsearch.php?q=24155&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Environmental Chemistry']}",,"01677764, 15730662","<a href=""https://www.scimagojr.com/journalsearch.php?q=24155&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=24155"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Atmosphere,journal,0.627,Q3,65,14496,https://www.scimagojr.com/journalsearch.php?q=15838&tip=sid&clean=0,"Switzerland,banderas/ch.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science'], 'Environmental Science': ['Environmental Science (miscellaneous)']}",Multidisciplinary Digital Publishing Institute (MDPI),20734433,"<a href=""https://www.scimagojr.com/journalsearch.php?q=15838&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15838"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Tellus, Series B: Chemical and Physical Meteorology",journal,0.612,Q3,112,94,https://www.scimagojr.com/journalsearch.php?q=32805&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2",{'Earth and Planetary Sciences': ['Atmospheric Science']},Stockholm University Press,02806509,"<a href=""https://www.scimagojr.com/journalsearch.php?q=32805&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=32805"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Climate Change Research,journal,0.605,Q3,13,419,https://www.scimagojr.com/journalsearch.php?q=21101049546&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Earth and Planetary Sciences (miscellaneous)', 'Geophysics', 'Oceanography'], 'Environmental Science': ['Global and Planetary Change']}",National Climate Center,16731719,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101049546&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101049546"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Advances in Meteorology,journal,0.602,Q3,49,591,https://www.scimagojr.com/journalsearch.php?q=21100223556&tip=sid&clean=0,"Egypt,banderas/eg.png?v=1.2","{'Earth and Planetary Sciences': ['Atmospheric Science', 'Geophysics'], 'Environmental Science': ['Pollution']}",Hindawi Limited,"16879309, 16879317","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100223556&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100223556"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
